Time,Open,Close,High,Low,Volume
2020-06-22 22:56:00,9663.9,9661.44660831,9664.0,9659.1,5.747096
2020-06-22 22:57:00,9661.5,9656.37675702,9661.5,9656.26408292,0.97531198
2020-06-22 22:58:00,9656.4,9657.0,9657.7,9656.37675702,6.99453342
2020-06-22 22:59:00,9657.0,9657.6,9657.6,9657.0,2.91105569
2020-06-22 23:00:00,9657.6,9663.9,9670.0,9657.50339064,6.80363001
2020-06-22 23:01:00,9663.9,9671.02299408,9671.2,9663.9,6.3069932600000005
2020-06-22 23:02:00,9671.1,9673.3,9673.338966,9671.0,4.55536706
2020-06-22 23:03:00,9673.338966,9679.0,9684.0,9673.338966,32.654576490000004
2020-06-22 23:04:00,9678.1,9678.8,9679.0,9678.1,1.44176189
2020-06-22 23:05:00,9678.8,9699.9,9700.0,9678.8,77.85698338
2020-06-22 23:06:00,9699.9,9710.0,9711.8,9699.9,29.43544874
2020-06-22 23:07:00,9710.0,9712.8,9712.8,9706.7,6.64470227
2020-06-22 23:08:00,9712.8,9714.9,9715.7,9712.8,5.55680287
2020-06-22 23:09:00,9714.9,9747.97207033,9748.0,9714.9,76.52381179
2020-06-22 23:10:00,9748.0,9772.3,9795.0,9748.0,250.15062883
2020-06-22 23:11:00,9772.2,9742.5,9787.5,9725.0,19.2004195
2020-06-22 23:12:00,9742.3,9725.89005137,9742.5,9720.9,10.58479009
2020-06-22 23:13:00,9725.9,9699.97747811,9730.7,9695.0,12.77436069
2020-06-22 23:14:00,9700.0,9710.6,9712.5,9655.7,42.79112194
2020-06-22 23:15:00,9709.2,9686.4,9713.9,9685.44390442,9.02762476
2020-06-22 23:16:00,9688.48581519,9687.6,9695.9,9685.7,15.79519496
2020-06-22 23:17:00,9685.7,9682.06400356,9685.7,9670.1,18.10829167
2020-06-22 23:18:00,9682.1,9688.6,9688.7,9673.8,27.56590433
2020-06-22 23:19:00,9688.683504,9703.1,9712.2,9688.683504,11.05055702
2020-06-22 23:20:00,9703.1,9701.89275527,9703.2,9701.8,0.50871634
2020-06-22 23:21:00,9701.8,9692.0,9701.8,9692.0,6.95429541
2020-06-22 23:22:00,9694.34431001,9694.6,9695.3,9691.9,10.57327237
2020-06-22 23:23:00,9694.7,9694.9,9697.83687424,9693.7,2.19490337
2020-06-22 23:24:00,9695.0,9706.1,9706.1,9695.0,11.3255
2020-06-22 23:25:00,9705.0,9719.4,9720.489552,9703.2,5.09716185
2020-06-22 23:26:00,9720.489552,9720.0,9723.5,9720.0,5.13369788
2020-06-22 23:27:00,9720.09328908,9714.7,9720.09328908,9714.7,0.1618
2020-06-22 23:28:00,9714.79991807,9714.5,9714.79991807,9713.8,3.53592244
2020-06-22 23:29:00,9714.5,9716.5,9718.2,9714.5,2.28369532
2020-06-22 23:30:00,9716.4892918,9733.4,9733.4,9716.4892918,6.54850049
2020-06-22 23:31:00,9733.0,9723.5,9733.0,9723.5,2.82659912
2020-06-22 23:32:00,9723.5,9717.8,9723.58466144,9716.6,2.33748069
2020-06-22 23:33:00,9716.5,9711.87167028,9716.5,9711.8,0.71141009
2020-06-22 23:34:00,9711.8,9704.1,9711.8,9704.1,2.01919384
2020-06-22 23:35:00,9704.1,9683.9,9704.17004985,9683.9,7.33412391
2020-06-22 23:36:00,9687.1,9696.0,9696.9,9687.1,0.690298
2020-06-22 23:37:00,9693.4,9694.7,9696.3,9693.3,0.96147944
2020-06-22 23:38:00,9694.7,9696.8,9697.0051815,9694.7,4.2302002000000005
2020-06-22 23:39:00,9697.0,9697.0051815,9697.0051815,9696.8,2.99979451
2020-06-22 23:40:00,9697.79355591,9701.73542793,9701.73542793,9697.79355591,0.70662224
2020-06-22 23:41:00,9701.86308,9704.3,9704.32580098,9701.86308,0.16139
2020-06-22 23:42:00,9704.32580098,9709.34692,9709.34692,9704.32580098,0.49633287
2020-06-22 23:43:00,9709.34692,9710.97067096,9710.97067096,9709.34692,1.70875015
2020-06-22 23:44:00,9711.0,9712.2,9712.2,9711.0,0.78662743
2020-06-22 23:45:00,9711.3,9711.3,9711.30854571,9711.3,0.22789306
2020-06-22 23:46:00,9711.3,9701.5,9711.3,9701.5,1.31401802
2020-06-22 23:47:00,9701.5101781,9701.5,9701.5101781,9701.5,0.443942
2020-06-22 23:48:00,9701.5101781,9701.5,9701.5101781,9701.5,1.398965
2020-06-22 23:49:00,9701.5,9700.0,9701.5101781,9700.0,3.0145832
2020-06-22 23:50:00,9699.93342929,9695.4,9699.93342929,9695.4,0.50643214
2020-06-22 23:51:00,9695.42843269,9696.0,9696.0,9695.42843269,1.68446186
2020-06-22 23:52:00,9696.0,9701.5101781,9701.55208562,9696.0,3.3331696
2020-06-22 23:53:00,9701.6,9707.8,9708.1,9701.6,0.7636760499999999
2020-06-22 23:54:00,9706.4,9706.601,9707.9,9706.4,0.34067296
2020-06-22 23:55:00,9707.8,9707.9,9707.9,9707.8,0.015
2020-06-22 23:56:00,9707.9,9702.7,9707.9,9702.2,1.20914549
2020-06-22 23:57:00,9699.8,9698.8,9700.1,9698.37245327,0.10717713
2020-06-22 23:58:00,9698.37245327,9699.2,9699.2,9698.37245327,0.69378558
2020-06-22 23:59:00,9699.27350637,9697.2,9699.27350637,9697.2,3.00189965
2020-06-23 00:00:00,9696.90824197,9694.4,9696.90824197,9694.4,0.12201369
2020-06-23 00:01:00,9694.4,9687.8,9694.4,9687.8,1.61050573
2020-06-23 00:02:00,9687.8,9689.0,9690.71350188,9687.2219211,0.22649337
2020-06-23 00:03:00,9689.0,9686.7,9689.0,9686.7,0.82533786
2020-06-23 00:04:00,9686.7,9684.0,9686.7,9682.6,6.99380443
2020-06-23 00:05:00,9684.1,9681.36507593,9684.1,9681.36507593,2.37735191
2020-06-23 00:06:00,9681.6,9680.43191363,9681.6,9680.43191363,0.26953117
2020-06-23 00:07:00,9680.43191363,9674.1,9680.43191363,9673.9,1.80303039
2020-06-23 00:08:00,9673.9,9676.1,9676.1,9673.0754886,0.5413111700000001
2020-06-23 00:09:00,9677.4,9675.9,9678.2,9675.9,0.55165363
2020-06-23 00:10:00,9676.7,9676.0,9676.7,9675.9,2.38562088
2020-06-23 00:11:00,9676.2,9677.8,9677.9,9676.0,14.25010488
2020-06-23 00:12:00,9677.8,9677.9,9677.9,9677.8,15.5013765
2020-06-23 00:13:00,9677.9,9678.4,9683.7,9677.9,12.1767933
2020-06-23 00:14:00,9678.36788052,9678.25522477,9679.8,9677.3,5.97976978
2020-06-23 00:15:00,9676.7,9671.2,9678.1,9671.2,4.93061222
2020-06-23 00:16:00,9671.27056846,9672.05915869,9676.79070006,9671.27056846,6.55632843
2020-06-23 00:17:00,9672.4,9666.6,9675.0,9665.0,25.93863684
2020-06-23 00:18:00,9664.9,9659.6,9664.9,9649.4,33.74824165
2020-06-23 00:19:00,9659.55437077,9661.678752,9662.0,9656.0,31.65068916
2020-06-23 00:20:00,9662.00082856,9662.9,9665.3,9660.0,0.6570217300000001
2020-06-23 00:21:00,9665.420688,9674.775528,9674.775528,9665.420688,16.17577341
2020-06-23 00:22:00,9674.5,9673.2,9674.775528,9672.1,1.24206015
2020-06-23 00:23:00,9673.1,9675.1,9675.1,9670.0,18.91218687
2020-06-23 00:24:00,9674.6,9667.7782403,9679.6,9667.7782403,3.37269715
2020-06-23 00:25:00,9667.7782403,9654.37220641,9667.7782403,9649.0,1.05665192
2020-06-23 00:26:00,9654.3,9656.1,9660.3,9654.3,7.11457604
2020-06-23 00:27:00,9656.1,9661.7,9661.7,9656.1,2.16537958
2020-06-23 00:28:00,9662.5,9665.9,9666.8,9662.5,0.36423049
2020-06-23 00:29:00,9666.0,9665.9,9666.0,9665.9,0.5480970000000001
2020-06-23 00:30:00,9666.0,9666.6,9666.7,9666.0,0.03008669
2020-06-23 00:31:00,9666.1,9657.9,9666.1,9657.9,0.61553213
2020-06-23 00:32:00,9657.9,9650.1,9658.0,9646.8,4.46537531
2020-06-23 00:33:00,9649.5,9647.9,9654.7,9647.9,1.25779222
2020-06-23 00:34:00,9647.9,9654.9,9654.9,9647.9,6.01944486
2020-06-23 00:35:00,9655.0,9657.63535362,9657.63535362,9654.91728,0.42155653
2020-06-23 00:36:00,9657.3,9659.1,9659.1,9657.3,0.41293802
2020-06-23 00:37:00,9659.1,9656.5,9659.2,9656.5,0.08558696
2020-06-23 00:38:00,9656.5,9656.54420932,9656.54420932,9656.5,0.0217380999999999
2020-06-23 00:39:00,9656.4,9656.41949772,9656.41949772,9656.39612644,0.01203815
2020-06-23 00:40:00,9656.41949772,9656.6,9656.6,9656.4,2.57384475
2020-06-23 00:41:00,9659.2,9663.8,9663.9,9659.2,0.25
2020-06-23 00:42:00,9663.9,9668.1,9668.8,9663.9,1.988114
2020-06-23 00:43:00,9668.09374667,9670.1,9670.2,9668.066706,2.85425754
2020-06-23 00:44:00,9670.2,9672.0,9674.4,9670.0,7.19121786
2020-06-23 00:45:00,9672.0,9671.2483208,9674.3,9670.6,5.11700345
2020-06-23 00:46:00,9670.4,9670.5,9671.7,9670.34701391,0.09350339
2020-06-23 00:47:00,9670.5,9668.4,9671.0,9668.4,3.80635798
2020-06-23 00:48:00,9668.2,9668.2,9668.2,9668.2,0.06161524
2020-06-23 00:49:00,9668.1,9673.6,9673.6,9667.5,18.44944682
2020-06-23 00:50:00,9674.1,9675.6,9675.6,9674.1,0.08121236
2020-06-23 00:51:00,9675.6,9677.422296,9677.422296,9675.6,0.74596423
2020-06-23 00:52:00,9677.422296,9683.0,9683.03433776,9677.422296,1.6082284
2020-06-23 00:53:00,9683.03433776,9684.20459667,9684.20459667,9683.03433776,1.7085628700000002
2020-06-23 00:54:00,9684.20459667,9684.1,9684.7,9684.1,0.59055917
2020-06-23 00:55:00,9684.7,9684.6,9684.7,9684.6,2.3596835
2020-06-23 00:56:00,9684.1,9685.0,9685.0,9684.1,0.35604788
2020-06-23 00:57:00,9685.0,9685.3,9685.3,9685.0,0.9489369
2020-06-23 00:58:00,9685.5,9685.7,9685.7,9685.48854515,0.065765
2020-06-23 00:59:00,9685.7,9686.1,9687.5,9685.7,0.5899399999999999
2020-06-23 01:00:00,9686.1,9686.0,9686.1,9686.0,1.15965252
2020-06-23 01:01:00,9686.05218582,9686.05218582,9686.05218582,9686.0,0.0253
2020-06-23 01:02:00,9686.0,9686.0,9686.05218582,9686.0,0.1256
2020-06-23 01:03:00,9686.0,9679.3,9686.0,9679.3,0.20815145
2020-06-23 01:04:00,9678.95027562,9678.83754749,9678.95027562,9678.83754749,0.0303
2020-06-23 01:05:00,9678.83754749,9676.81645,9680.07759471,9676.81645,0.19763608
2020-06-23 01:06:00,9677.278315799998,9668.91750945,9677.278315799998,9668.91750945,2.60624933
2020-06-23 01:07:00,9673.1,9679.0,9679.0,9670.9,0.63780323
2020-06-23 01:08:00,9678.1,9674.8,9678.1,9674.8,0.210067
2020-06-23 01:09:00,9675.4,9678.0,9678.0,9674.94563,1.50684
2020-06-23 01:10:00,9677.1,9682.2,9682.2,9677.0339351,0.06704144
2020-06-23 01:11:00,9682.2,9683.9,9684.13580754,9682.2,0.12532465
2020-06-23 01:12:00,9684.27228348,9682.3,9684.29973,9682.3,0.09643151
2020-06-23 01:13:00,9681.77443788,9682.7,9682.7,9681.7,0.03126278
2020-06-23 01:14:00,9681.7,9683.7,9684.2,9681.7,0.122539
2020-06-23 01:15:00,9682.9,9679.85213845,9682.9,9679.8,2.03436936
2020-06-23 01:16:00,9679.8,9679.3,9682.4,9679.3,0.20062859
2020-06-23 01:17:00,9679.3,9678.4,9679.4,9678.4,0.29878843
2020-06-23 01:18:00,9678.4,9678.4,9678.4,9678.4,0.415
2020-06-23 01:19:00,9677.2,9676.47029443,9677.93576017,9676.4,0.1023
2020-06-23 01:20:00,9676.47029443,9676.13211002,9676.47029443,9676.1,0.2778337
2020-06-23 01:21:00,9676.1,9674.6,9676.1,9674.6,0.40752483
2020-06-23 01:22:00,9674.6,9678.9,9678.9,9674.6,0.46892637
2020-06-23 01:23:00,9678.61212897,9688.01905188,9688.01905188,9678.5,3.95517022
2020-06-23 01:24:00,9688.01905188,9688.3067485,9688.39372872,9686.8,0.76812866
2020-06-23 01:25:00,9688.3067485,9688.4,9688.4,9688.3,1.0658
2020-06-23 01:26:00,9688.39372872,9688.3,9688.4,9688.3,1.79115661
2020-06-23 01:27:00,9688.32774855,9688.3,9688.32774855,9688.3,0.0525632
2020-06-23 01:28:00,9688.3,9688.4,9688.4,9688.3,0.02241015
2020-06-23 01:29:00,9688.4,9689.80098002,9689.80098002,9688.4,1.52864442
2020-06-23 01:30:00,9689.80098002,9690.9,9690.92032026,9689.80098002,0.35492253
2020-06-23 01:31:00,9690.9,9690.8,9690.9,9690.8,0.09720375
2020-06-23 01:32:00,9690.80759975,9690.80759975,9690.80759975,9690.8,0.04437552
2020-06-23 01:33:00,9690.8,9688.7,9690.8,9688.7,0.01020933
2020-06-23 01:34:00,9688.3,9681.91695986,9688.32774855,9681.91695986,3.2031928
2020-06-23 01:35:00,9681.91695986,9681.9,9682.0,9681.9,1.58335414
2020-06-23 01:36:00,9681.9,9681.9,9681.9,9681.9,0.015
2020-06-23 01:37:00,9681.9,9681.9,9681.9,9681.9,0.02080871
2020-06-23 01:38:00,9681.90267954,9681.9,9681.90267954,9681.9,0.775
2020-06-23 01:39:00,9681.90267954,9681.9,9681.90267954,9681.9,0.18092914
2020-06-23 01:40:00,9681.90267954,9683.3,9683.36804615,9681.90267954,6.215
2020-06-23 01:41:00,9683.3,9684.0,9684.0,9683.3,0.08852296
2020-06-23 01:42:00,9683.7,9686.4,9687.5,9683.7,1.59919557
2020-06-23 01:43:00,9687.9,9691.3,9691.3,9686.6,0.49506688
2020-06-23 01:44:00,9691.3,9691.3,9691.3,9691.3,0.079296
2020-06-23 01:45:00,9691.3,9691.3,9691.3,9691.27221905,0.77193411
2020-06-23 01:46:00,9691.3,9695.3,9695.3,9691.3,16.91356574
2020-06-23 01:47:00,9695.24775458,9695.3,9695.3,9695.24775458,0.0654
2020-06-23 01:48:00,9695.3,9695.3,9695.3,9695.24775458,0.085
2020-06-23 01:49:00,9695.3,9695.24775458,9695.3,9695.24775458,0.0401
2020-06-23 01:50:00,9695.3,9698.51738647,9698.7,9695.3,2.40439177
2020-06-23 01:51:00,9698.7,9698.74287832,9698.74287832,9698.7,1.41789458
2020-06-23 01:52:00,9698.8,9698.8,9698.8,9698.8,0.06492684
2020-06-23 01:53:00,9698.74287832,9698.8,9698.8,9698.74287832,0.0418
2020-06-23 01:54:00,9698.8,9698.8,9698.8,9698.74287832,2.07719798
2020-06-23 01:55:00,9698.8,9698.8,9698.8,9698.76894863,0.12101085
2020-06-23 01:56:00,9698.8,9699.87033759,9699.89345807,9698.76894863,0.73264127
2020-06-23 01:57:00,9699.89345807,9700.0,9700.0,9699.89345807,0.11975
2020-06-23 01:58:00,9699.98308352,9697.7,9699.98308352,9697.7,0.66407945
2020-06-23 01:59:00,9697.7,9697.72816498,9697.72816498,9697.7,0.4133
2020-06-23 02:00:00,9697.72816498,9704.9,9705.0,9697.72816498,21.35222172
2020-06-23 02:01:00,9705.0,9706.3,9706.3,9704.94390431,4.7967712
2020-06-23 02:02:00,9706.3,9717.4,9717.6,9706.3,15.07101515
2020-06-23 02:03:00,9716.7,9715.1,9716.78222664,9715.1,1.1752
2020-06-23 02:04:00,9715.2,9716.55673479,9716.8,9715.1,1.02980052
2020-06-23 02:05:00,9716.5,9715.2,9716.5,9715.2,0.53940862
2020-06-23 02:06:00,9715.20378366,9716.0,9716.0,9715.2,0.23631797
2020-06-23 02:07:00,9715.99300515,9717.6,9717.6,9715.99300515,1.22425247
2020-06-23 02:08:00,9717.6,9719.3,9719.3,9717.6,1.79578116
2020-06-23 02:09:00,9719.3,9719.82636667,9719.9,9719.26263704,0.97434566
2020-06-23 02:10:00,9719.9,9721.4,9721.4,9719.9,0.34341203
2020-06-23 02:11:00,9721.4,9721.3,9721.4,9721.3,4.40172571
2020-06-23 02:12:00,9721.3,9721.3,9721.4,9721.3,1.54830432
2020-06-23 02:13:00,9721.4,9722.8,9722.8,9721.4,1.42492715
2020-06-23 02:14:00,9722.8,9723.9,9724.0,9722.8,0.99412646
2020-06-23 02:15:00,9723.6,9721.74619757,9723.6,9721.74619757,2.51010535
2020-06-23 02:16:00,9721.74619757,9721.3,9721.74619757,9721.3,0.15523
2020-06-23 02:17:00,9721.3,9721.0,9721.3,9721.0,0.29299497
2020-06-23 02:18:00,9721.06972963,9721.0,9721.06972963,9721.0,6.70775622
2020-06-23 02:19:00,9721.0,9714.5,9721.0,9714.5,10.12645761
2020-06-23 02:20:00,9714.3,9711.4,9714.3,9711.4,4.29602653
2020-06-23 02:21:00,9711.4,9711.0,9711.4,9711.0,0.487341
2020-06-23 02:22:00,9711.1,9711.03545525,9711.1,9711.0,0.10819819
2020-06-23 02:23:00,9711.0,9708.4,9711.0,9708.4,1.28316742
2020-06-23 02:24:00,9708.47832926,9706.8,9708.47832926,9706.8,3.83681392
2020-06-23 02:25:00,9706.8,9703.6,9706.8,9701.6,12.168
2020-06-23 02:26:00,9703.4,9701.2,9703.5,9701.1,0.22299163
2020-06-23 02:27:00,9700.9,9700.7,9700.9,9700.6,0.559207
2020-06-23 02:28:00,9700.6,9692.0,9700.6,9692.0,3.54275242
2020-06-23 02:29:00,9692.0,9690.0,9692.0,9690.0,0.95495582
2020-06-23 02:30:00,9689.92343398,9683.6,9689.92343398,9683.6,4.86529152
2020-06-23 02:31:00,9683.6,9683.6,9683.67944383,9683.6,0.28
2020-06-23 02:32:00,9683.6,9683.6,9683.67944383,9683.6,0.30098685
2020-06-23 02:33:00,9683.6,9683.6,9683.67944383,9683.6,1.44989212
2020-06-23 02:35:00,9683.6,9690.0,9690.0,9683.6,1.63516801
2020-06-23 02:36:00,9689.92343398,9690.0,9690.0,9689.92343398,0.0587149999999999
2020-06-23 02:37:00,9689.92343398,9689.5,9689.92343398,9689.5,0.6658008000000001
2020-06-23 02:38:00,9687.5,9687.42598448,9687.5,9687.42598448,0.05
2020-06-23 02:39:00,9687.5,9687.5,9687.5,9687.5,0.2609802
2020-06-23 02:40:00,9687.0,9686.97510244,9687.0,9686.97510244,0.04249882
2020-06-23 02:41:00,9687.0,9686.543583,9687.0,9686.5,0.24220822
2020-06-23 02:42:00,9686.6,9686.6,9686.6,9686.6,0.025
2020-06-23 02:43:00,9686.543583,9686.09282595,9686.6,9686.0,1.87774752
2020-06-23 02:44:00,9685.86744742,9685.8,9685.86744742,9685.8,0.02
2020-06-23 02:45:00,9685.8,9678.3,9685.8,9678.3,1.31372983
2020-06-23 02:46:00,9678.3,9677.8,9678.3,9677.8,0.02741944
2020-06-23 02:47:00,9677.8,9677.60409272,9677.8,9677.60409272,0.05
2020-06-23 02:48:00,9677.60409272,9677.52844204,9677.60409272,9677.50792502,0.41033475
2020-06-23 02:49:00,9677.52844204,9677.5,9677.52844204,9677.5,0.13998461
2020-06-23 02:50:00,9677.50795677,9677.5,9677.50795677,9677.5,0.02
2020-06-23 02:51:00,9677.50795677,9677.5,9677.50795677,9677.5,0.01
2020-06-23 02:52:00,9677.52844204,9677.52844204,9677.52844204,9677.5,0.00816015
2020-06-23 02:53:00,9677.50795677,9677.5,9677.50795677,9677.5,0.01
2020-06-23 02:54:00,9677.52844204,9677.52844204,9677.6,9677.5,0.0568
2020-06-23 02:55:00,9677.6,9677.6,9677.6,9677.6,0.055
2020-06-23 02:56:00,9677.52844204,9677.40481278,9677.6,9677.40481278,1.56654518
2020-06-23 02:57:00,9677.40481278,9676.8,9677.40481278,9676.8,0.08511101
2020-06-23 02:58:00,9676.5,9676.4,9676.5,9676.4,0.0379301
2020-06-23 02:59:00,9676.5,9676.1,9676.5,9676.1,0.01929307
2020-06-23 03:00:00,9676.16512072,9674.6,9676.2,9674.6,2.32024432
2020-06-23 03:01:00,9674.47460653,9674.5,9674.5,9674.47460653,0.21173329
2020-06-23 03:02:00,9674.5,9674.47460653,9674.5,9674.47460653,0.20947866
2020-06-23 03:03:00,9674.4,9674.47460653,9674.47460653,9674.4,0.1
2020-06-23 03:04:00,9674.47460653,9677.85563491,9677.9,9674.47460653,3.57563153
2020-06-23 03:05:00,9677.9,9677.8,9677.9,9677.8,0.05502675
2020-06-23 03:06:00,9677.4,9672.4,9677.4,9672.4,1.0203
2020-06-23 03:07:00,9672.36040356,9672.36040356,9672.4,9672.36040356,0.07316222
2020-06-23 03:08:00,9672.36040356,9672.4,9672.4,9672.36040356,0.20548316
2020-06-23 03:09:00,9672.36040356,9672.4,9672.4,9672.1,0.2746679
2020-06-23 03:10:00,9672.4,9670.98087721,9672.4,9670.98087721,0.05529937
2020-06-23 03:11:00,9670.98087721,9670.2,9670.98087721,9670.2,0.13034432
2020-06-23 03:12:00,9670.2,9665.40151478,9670.2,9665.40151478,1.844469
2020-06-23 03:13:00,9665.5,9665.40151478,9665.5,9665.40151478,0.75975793
2020-06-23 03:14:00,9665.40151478,9665.2,9665.40151478,9665.2,2.62033015
2020-06-23 03:15:00,9665.2,9667.65394458,9667.7,9656.55333686,2.03882148
2020-06-23 03:16:00,9667.65394458,9667.65394458,9667.7,9667.65394458,0.125
2020-06-23 03:17:00,9667.7,9672.64655281,9672.7,9667.7,3.76639392
2020-06-23 03:18:00,9672.7,9672.7,9672.7,9672.64655281,0.05
2020-06-23 03:19:00,9672.64655281,9672.64655281,9672.7,9672.64655281,0.83175991
2020-06-23 03:20:00,9672.60929014,9671.03258928,9672.60929014,9671.03258928,0.23894
2020-06-23 03:21:00,9671.03258928,9663.82481392,9671.03258928,9663.82481392,2.26829979
2020-06-23 03:22:00,9663.82481392,9663.82481392,9663.9,9663.82481392,0.19089833
2020-06-23 03:23:00,9663.82481392,9663.82481392,9663.9,9663.82481392,3.4782012900000003
2020-06-23 03:24:00,9663.82481392,9663.1652783,9663.82481392,9663.04052468,7.1413724300000005
2020-06-23 03:25:00,9663.03646349,9661.7,9663.075324,9661.7,0.5241248199999999
2020-06-23 03:26:00,9661.7,9652.4,9661.7,9651.1,6.03596162
2020-06-23 03:27:00,9651.1,9648.4,9651.1,9648.4,1.00975307
2020-06-23 03:28:00,9648.4,9638.0,9648.4,9638.0,20.91373923
2020-06-23 03:29:00,9638.0,9636.1,9638.1,9636.1,10.922091
2020-06-23 03:30:00,9635.6,9629.2,9635.6,9628.0,3.93333078
2020-06-23 03:31:00,9629.2,9643.9492551,9646.7,9629.2,1.84982448
2020-06-23 03:32:00,9643.9,9643.38712891,9643.9492551,9641.1,1.121429
2020-06-23 03:33:00,9643.3,9644.84865699,9646.8,9643.3,1.61875715
2020-06-23 03:34:00,9645.6,9648.6,9648.6,9644.84865699,2.70179469
2020-06-23 03:35:00,9648.6,9649.037681,9649.037681,9648.6,0.105
2020-06-23 03:36:00,9648.4,9646.5,9648.4,9645.8,0.06425323
2020-06-23 03:37:00,9643.8,9641.6,9643.8,9641.6,0.10079673
2020-06-23 03:38:00,9641.6,9628.7,9641.7,9626.8,1.87177106
2020-06-23 03:39:00,9626.8,9625.9,9626.8,9624.9,1.59371872
2020-06-23 03:40:00,9625.84879194,9636.8,9636.8,9625.4,8.28023454
2020-06-23 03:41:00,9636.1,9625.5,9647.0,9625.1,10.01052528
2020-06-23 03:42:00,9627.25804479,9627.21097862,9627.25804479,9627.21097862,0.113
2020-06-23 03:43:00,9628.1,9625.8,9628.1,9625.8,0.155
2020-06-23 03:44:00,9625.7,9628.04442028,9628.04442028,9624.6,0.94809448
2020-06-23 03:45:00,9628.04442028,9625.1,9628.04442028,9625.1,0.09481772
2020-06-23 03:46:00,9625.2,9630.4,9630.40354673,9625.2,0.1718
2020-06-23 03:47:00,9630.40354673,9630.4,9630.40354673,9630.4,0.11273261
2020-06-23 03:48:00,9630.4,9634.8,9634.8,9630.4,1.20009816
2020-06-23 03:49:00,9634.8,9635.2,9635.2961591,9634.8,0.16714563
2020-06-23 03:50:00,9630.7,9628.8,9630.7405648,9628.8,0.1198
2020-06-23 03:51:00,9628.8,9633.43670932,9633.43670932,9628.8,4.49230412
2020-06-23 03:52:00,9633.43670932,9633.4,9633.43670932,9633.4,0.06179599
2020-06-23 03:53:00,9633.43670932,9633.30596083,9633.43670932,9632.53799448,1.07980909
2020-06-23 03:54:00,9633.32436996,9633.3,9633.4,9633.3,0.25125707
2020-06-23 03:55:00,9633.3,9636.7,9636.7,9633.3,2.53662206
2020-06-23 03:56:00,9636.78880781,9638.064986,9642.1,9636.7,0.82294504
2020-06-23 03:57:00,9638.064986,9641.8,9641.806834,9638.064986,0.14141376
2020-06-23 03:58:00,9641.806834,9641.806834,9641.9,9641.806834,0.075
2020-06-23 03:59:00,9642.3,9646.484144,9646.484144,9642.3,0.35496852
2020-06-23 04:00:00,9646.7,9651.2,9653.6,9646.7,0.53167426
2020-06-23 04:01:00,9651.23213332,9651.23213332,9651.23213332,9651.2,0.12028419
